person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Tasamartti,unmapped_possible_person_name,low,1,1,1,1,1,1,Tasamartti (1),tasamartti (1),Tasamartti (1),Tasamartti (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tasku-Liisa,unmapped_possible_person_name,low,1,1,1,1,1,1,Tasku-Liisa (1),Tasku-Liisa (1),Tasku-Liisaa (1),Tasku-Liisa's (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tatja,unmapped_possible_person_name,low,1,1,1,1,1,1,Tatja (1),Tatja (1),Tatjan (1),Tatja's (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tatjana,unmapped_possible_person_name,low,1,1,1,1,1,1,Tatjana (1),tatjana (1),Tatjana (1),Tatjana (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tato,unmapped_possible_person_name,low,1,1,1,1,1,1,Tato (1),Tatö (1),Tato (1),Tato (1),Setumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tatramaa,unmapped_possible_person_name,low,1,1,1,1,1,1,Tatramaa (1),Tatramaa (1),Tatramaalt (1),from Tatramaa (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tats,unmapped_possible_person_name,low,1,1,1,1,1,1,Tats (1),Tats (1),Tatsile (1),to Tats (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tattari,unmapped_possible_person_name,low,1,1,1,1,1,1,Tattari (1),Tattari (1),Tattarista (1),from Tattar (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tatterik,unmapped_possible_person_name,low,1,1,1,1,1,1,Tatterik (1),Tatteriko (1),Tatteriko (1),Tatterik (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tattu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tattu (1),tattu (1),Tattuun (1),into Tattu (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Taunus,unmapped_possible_person_name,low,1,1,1,1,1,1,Taunus (1),Taunus (1),Taunus (1),Taunus (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tauri,unmapped_possible_person_name,low,1,1,1,1,1,1,Tauri (1),Tauri (1),Tauri (1),Tauri (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tavi,unmapped_possible_person_name,low,1,1,0,1,1,1,Tavi (1),Tavi (1),Tavi (1),Tavi (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teele,unmapped_possible_person_name,low,1,1,1,1,1,1,Teele (1),Teele (1),Teele (1),Teele (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teena,unmapped_possible_person_name,low,1,1,1,1,1,1,Teena (1),Teenaa (1),Teenan (1),of Teena (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teenan,unmapped_possible_person_name,low,1,1,1,1,1,1,Teenan (1),Teenaan (1),Teenaan (1),Teena's (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teesu,unmapped_possible_person_name,low,1,1,1,1,1,1,Teesu (1),Teesu (1),Teesun (1),Teesu's (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tegu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tegu (1),Tegu (1),Teo (1),Teo's (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tehvana,unmapped_possible_person_name,low,1,1,1,1,1,1,Tehvana (1),tehvana (1),Tehvana (1),As-Tehvana (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tehvilä,unmapped_possible_person_name,low,1,1,1,1,1,1,Tehvilä (1),Tehvinäst (1),Tehvilästä (1),from Tehvilä (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teijeri,unmapped_possible_person_name,low,1,1,1,1,1,1,Teijeri (1),Teijeri (1),Teijerin (1),of Teijeri (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teijula,unmapped_possible_person_name,low,1,1,1,1,1,1,Teijula (1),teijula (1),teijula (1),Teijula (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teikko,unmapped_possible_person_name,low,1,1,1,1,1,1,Teikko (1),Teikko (1),Teikko (1),Teikko (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teiskola,unmapped_possible_person_name,low,1,1,1,1,1,1,Teiskola (1),Teiskola (1),Teiskolan (1),of Teiskola (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tellervo,unmapped_possible_person_name,low,1,1,1,1,1,1,Tellervo (1),Tellervo (1),Tellervo (1),Tellervo (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Temminen,unmapped_possible_person_name,low,1,1,1,1,1,1,Temminen (1),Temminen (1),Temminkäistä (1),of Temminen (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tenhula,unmapped_possible_person_name,low,1,1,1,1,1,1,Tenhula (1),Tenhula (1),Tenhula (1),Tenhula (1),Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tenhunen,unmapped_possible_person_name,low,1,1,1,1,1,1,Tenhunen (1),Tenhunen (1),Tenhunen (1),Tenhunen (1),Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tennassilma,unmapped_possible_person_name,low,1,1,1,1,1,1,Tennassilma (1),Tennas+silma (1),Tennasilma (1),to Tennas' eye? (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tenu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tenu (1),Tenu (1),Tenu (1),Tenu (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teppana,unmapped_possible_person_name,low,1,1,1,1,1,1,Teppana (1),Teppana (1),Teppanan (1),Teppana's (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Terala,unmapped_possible_person_name,low,1,1,1,1,1,1,Terala (1),Terala (1),Terala (1),Terala (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Terenttilä,unmapped_possible_person_name,low,1,1,1,1,1,1,Terenttilä (1),Terenttilä (1),Terenttilällä (1),In Terenttilä (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Terttu,unmapped_possible_person_name,low,1,1,1,1,1,1,Terttu (1),Terttu+pa (1),Terttupa (1),Terttu (emphatic) (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tetermoor,unmapped_possible_person_name,low,1,1,1,1,1,1,Tetermoor (1),Tetermoor (1),Tetermoor (1),Teter-maiden (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tetti/tehdä,unmapped_possible_person_name,low,1,1,1,1,1,1,Tetti/tehdä (1),Tetti/tehdä (1),Tetin (1),Tetti's/was made (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Teuvo,unmapped_possible_person_name,low,1,1,1,1,1,1,Teuvo (1),Teuvo (1),Teuvoa (1),Teuvo (proper noun) (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tibu-Jaaku,unmapped_possible_person_name,low,1,1,1,1,1,1,Tibu-Jaaku (1),Tibu-Jaaku (1),tibujaaku (1),(refrain) (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tibur,unmapped_possible_person_name,low,1,1,1,1,1,1,Tibur (1),Tibur (1),Tiburit (1),Tibur (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiianen,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiianen (1),Tiianen (1),Tiianen (1),Titmouse/Tiia (dim.) (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiider,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiider (1),Tiider (1),Tiider (1),Tiider (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiilu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiilu (1),Tiilu (1),Tiilu (1),Tiilu (1),Pohjois-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiimu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiimu (1),Tiimu (1),Tiimu (1),Tiimu (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiinu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiinu (1),Tiinuse (1),Tiinu (1),Tiinu's (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiitan,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiitan (1),Tiita+n (1),Tiitan (1),Tiita's (1),Vepsäläisalueet (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiitilä,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiitilä (1),Tiitilä (1),Tiitilän (1),of Tiitilä (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiitula,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiitula (1),Tiitula (1),Tiitulan (1),of Tiitula (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiitula-meteli,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiitula-meteli (1),tiitula-metteli (1),Tiitulan metteli (1),Tiitula's noise (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiiu (proper name),unmapped_possible_person_name,low,1,1,1,1,1,1,Tiiu (proper name) (1),Tiiu (1),Tiiu (1),Tiiu (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiiu (refrain),unmapped_possible_person_name,low,1,1,1,1,1,1,Tiiu (refrain) (1),Tiiu (refrain) (1),Tiiu (1),(refrain) (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiivo,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiivo (1),Tiivon (1),Tiivon (1),Tiivo's (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiivo-ka,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiivo-ka (1),Tiivo-nka (1),Tiivonka (1),Tiivo's (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tikk,unmapped_possible_person_name,low,1,1,1,1,1,1,Tikk (1),Tikk (1),Tikk (1),Tikk (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tikka (name),unmapped_possible_person_name,low,1,1,1,1,1,1,Tikka (name) (1),tikka (1),Tikkaa (1),Tikka (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tilleri (proper noun),unmapped_possible_person_name,low,1,1,1,1,1,1,Tilleri (proper noun) (1),Tillerin (1),Tillerin (1),Tiller's (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tillikka,unmapped_possible_person_name,low,1,1,1,1,1,1,Tillikka (1),Tillikka (1),Tillikka (1),Little Till (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tillis,unmapped_possible_person_name,low,1,1,1,1,1,1,Tillis (1),Tillis (1),Tillis (1),Tillis (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tilutalu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tilutalu (1),Tilutalu (1),Tilutalu (1),Tilutalu (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Timo (place),unmapped_possible_person_name,low,1,1,1,1,1,1,Timo (place) (1),timo (1),Timossa (1),in Timo (1),Etelä-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Timo (proper noun),unmapped_possible_person_name,low,1,1,1,1,1,1,Timo (proper noun) (1),Timo+lah (1),Timolah (1),to Timo (1),Tveri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Timola,unmapped_possible_person_name,low,1,1,1,1,1,1,Timola (1),Timola (1),Timolaan (1),to Timola (1),Tveri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Timon,unmapped_possible_person_name,low,1,1,1,1,1,1,Timon (1),Timo-n (1),Timon (1),Timo's (1),Tveri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Timpermanni,unmapped_possible_person_name,low,1,1,1,1,1,1,Timpermanni (1),Timpermanni (1),Timpermanni (1),Timper-man (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tina,unmapped_possible_person_name,low,1,1,1,1,1,1,Tina (1),Tina (1),Tina (1),Tina (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tinatsu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tinatsu (1),Tinatsu (1),Tinatsussa (1),in Tinatsu (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tinno,unmapped_possible_person_name,low,1,1,1,1,1,1,Tinno (1),Tinno (1),Tinnon (1),Tinno's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tinttanteli,unmapped_possible_person_name,low,1,1,1,1,1,1,Tinttanteli (1),Tinttanteli (1),Tinttantelin (1),Tinttanteli's (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tinttarivuori,unmapped_possible_person_name,low,1,1,1,1,1,1,Tinttarivuori (1),Tinttarivuori (1),Tinttarivuoren (1),Tinttari-mountain (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tinur,unmapped_possible_person_name,low,1,1,1,1,1,1,Tinur (1),Tinur (1),Tinuri (1),Tinur's (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tippa-Heikki,unmapped_possible_person_name,low,1,1,1,1,1,1,Tippa-Heikki (1),Tippa-Heikki (1),Tippa-Heikin (1),Tippa-Heikki's (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tipperi,unmapped_possible_person_name,low,1,1,1,1,1,1,Tipperi (1),Tipperi (1),Tipperi (1),Tipperi (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tirbikelta,unmapped_possible_person_name,low,1,1,1,1,1,1,Tirbikelta (1),Tirbikelta (1),Tirbikelta (1),Tirbikelta (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tireli,unmapped_possible_person_name,low,1,1,1,1,1,1,Tireli (1),Tireli (nom) (1),Tireli (1),Tireli (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiresk,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiresk (1),Tiresk (1),Tireskil (1),at Tiresk (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tirkkonen,unmapped_possible_person_name,low,1,1,1,1,1,1,Tirkkonen (1),Tirkkonen (1),Tirkkosenkin (1),even Tirkkonen's (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Titro (name),unmapped_possible_person_name,low,1,1,1,1,1,1,Titro (name) (1),titro (1),Titron (1),Titro's (1),Viena (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiu,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiu (1),Tiu (1),Tiu (1),Tiu (name) (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiuku-Tahvo,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiuku-Tahvo (1),Tiuku-Tahvo (1),Tiuku-Tahvon (1),of Tiuku-Tahvo (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiura,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiura (1),Tiura (1),Tiurat (1),Tiuras (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiuri,unmapped_possible_person_name,low,1,1,1,1,1,1,Tiuri (1),Tiuri (1),Tiurin (1),Tiuri's (1),Tveri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
To,unmapped_possible_person_name,low,1,1,0,1,1,1,To (1),To (1),To (1),To (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
